Year,League,Name,Age,Team,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,Hits/AB,OBP,SLG,OPS,TB
2005,NL,Raul Mondesi,34,ATL,41,155,142,17,30,7,1,4,17,12,35,0.211,0.271,0.359,0.63,51
2005,NL,Corey Patterson,25,CHC,126,483,451,47,97,15,3,13,34,23,118,0.215,0.254,0.348,0.602,157
2005,NL,Aramis Ramirez,27,CHC,123,506,463,72,140,30,0,31,92,35,60,0.302,0.358,0.568,0.926,263
2005,NL,Benito Santiago,40,PIT,6,23,23,1,6,1,1,0,0,0,3,0.261,0.261,0.391,0.652,9
2005,NL,Ben Weber,35,CIN,10,0,0,0,0,0,0,0,0,0,0,,,,,0
2005,NL,Craig Wilson,28,PIT,59,238,197,23,52,14,1,5,22,30,69,0.264,0.387,0.421,0.808,83
2005,NL,Randy Winn,31,SFG,58,247,231,39,83,22,5,14,26,11,38,0.359,0.391,0.68,1.071,157
2006,AL,Bobby Abreu,32,NYY,58,248,209,37,69,16,0,7,42,33,52,0.33,0.419,0.507,0.926,106
2006,AL,Sandy Alomar,40,CHW,19,51,46,5,10,3,0,1,8,3,7,0.217,0.255,0.348,0.603,16
2006,AL,Adrian Beltre,27,SEA,156,681,620,88,166,39,4,25,89,47,118,0.268,0.328,0.465,0.792,288
2006,AL,Casey Blake,32,CLE,109,456,401,63,113,20,1,19,68,45,93,0.282,0.356,0.479,0.835,192
2006,AL,Aaron Boone,33,CLE,104,392,354,50,89,19,1,7,46,27,62,0.251,0.314,0.37,0.684,131
2006,AL,Milton Bradley,28,OAK,96,405,351,53,97,14,2,14,52,51,65,0.276,0.37,0.447,0.818,157
2006,AL,Frank Catalanotto,32,TOR,128,499,437,56,131,36,2,7,56,52,37,0.3,0.376,0.439,0.816,192
2006,AL,Eric Chavez,28,OAK,137,576,485,74,117,24,2,22,72,84,100,0.241,0.351,0.435,0.786,211
2006,AL,Jose Contreras,34,CHW,2,6,4,1,0,0,0,0,0,2,2,0,0.333,0,0.333,0
2006,AL,Johnny Damon,32,NYY,149,671,593,115,169,35,5,24,80,67,85,0.285,0.359,0.482,0.841,286
2006,AL,Carl Everett,35,SEA,92,343,308,37,70,8,0,11,33,29,57,0.227,0.297,0.36,0.658,111
2006,AL,Freddy Garcia,29,CHW,2,6,5,0,1,0,0,0,0,0,2,0.2,0.2,0.2,0.4,1
2006,AL,Jason Giambi,35,NYY,139,579,446,92,113,25,0,37,113,110,106,0.253,0.413,0.558,0.971,249
2006,AL,Jay Gibbons,29,BAL,90,378,343,34,95,23,0,13,46,32,48,0.277,0.341,0.458,0.799,157
2006,AL,Troy Glaus,29,TOR,153,634,540,105,136,27,0,38,104,86,134,0.252,0.355,0.513,0.868,277
2006,AL,Jerry Hairston,30,TEX,63,100,88,17,18,3,1,0,6,9,20,0.205,0.286,0.261,0.547,23
2006,AL,Shea Hillenbrand,30,TOR,81,319,296,40,89,15,1,12,39,14,40,0.301,0.342,0.48,0.821,142
2006,AL,Javier Lopez,28,BOS,3,0,0,0,0,0,0,0,0,0,0,,,,,0
2006,AL,Gary Matthews,31,TEX,147,690,620,102,194,44,6,19,79,58,99,0.313,0.371,0.495,0.866,307
2006,AL,Craig Monroe,29,DET,147,585,541,89,138,35,2,28,92,37,126,0.255,0.301,0.482,0.783,261
2006,AL,Melvin Mora,34,BAL,155,705,624,96,171,25,0,16,83,54,99,0.274,0.342,0.391,0.733,244
2006,AL,Trot Nixon,32,BOS,114,453,381,59,102,24,0,8,52,60,56,0.268,0.373,0.394,0.767,150
2006,AL,Magglio Ordonez,32,DET,155,646,593,82,177,32,1,24,104,45,87,0.298,0.35,0.477,0.827,283
2006,AL,David Ortiz,30,BOS,151,686,558,115,160,29,2,54,137,119,117,0.287,0.413,0.636,1.049,355
2006,AL,Corey Patterson,26,BAL,135,499,463,75,128,19,5,16,53,21,94,0.276,0.314,0.443,0.757,205
2006,AL,Manny Ramirez,34,BOS,130,558,449,79,144,27,1,35,102,100,102,0.321,0.439,0.619,1.058,278
2006,AL,Brian Roberts,28,BAL,138,630,563,85,161,34,3,10,55,55,66,0.286,0.347,0.41,0.757,231
2006,AL,Alex Rodriguez,30,NYY,154,674,572,113,166,26,1,35,121,90,139,0.29,0.392,0.523,0.914,299
2006,AL,Ivan Rodriguez,34,DET,136,580,547,74,164,28,4,13,69,26,86,0.3,0.332,0.437,0.769,239
2006,AL,Richie Sexson,31,SEA,158,663,591,75,156,40,0,34,107,64,154,0.264,0.338,0.504,0.842,298
2006,AL,Gary Sheffield,37,NYY,39,166,151,22,45,5,0,6,25,13,16,0.298,0.355,0.45,0.806,68
2006,AL,Fernando Tatis,31,BAL,28,64,56,7,14,6,1,2,8,6,17,0.25,0.313,0.5,0.813,28
2006,AL,Miguel Tejada,32,BAL,162,709,648,99,214,37,0,24,100,46,79,0.33,0.379,0.498,0.878,323
2006,AL,Vernon Wells,27,TOR,154,677,611,91,185,40,5,32,106,54,90,0.303,0.357,0.542,0.899,331
2006,AL,Craig Wilson,29,NYY,40,109,104,15,22,4,0,4,8,4,34,0.212,0.248,0.365,0.613,38
2006,AL,Dmitri Young,32,DET,48,184,172,19,43,4,1,7,23,11,39,0.25,0.293,0.407,0.7,70
2006,NL,Bobby Abreu,32,PHI,98,438,339,61,94,25,2,8,65,91,86,0.277,0.427,0.434,0.861,147
2006,NL,Sandy Alomar,40,LAD,27,62,62,3,20,5,0,0,9,0,7,0.323,0.323,0.403,0.726,25
2006,NL,Moises Alou,39,SFG,98,378,345,52,104,25,1,22,74,28,31,0.301,0.352,0.571,0.923,197
2006,NL,Tony Armas,28,WSN,29,56,50,1,3,0,0,0,1,1,21,0.06,0.078,0.06,0.138,3
2006,NL,Rich Aurilia,34,CIN,122,481,440,61,132,25,1,23,70,34,51,0.3,0.349,0.518,0.867,228
2006,NL,Danys Baez,28,LAD,42,0,0,0,0,0,0,0,0,0,0,,,,,0
2006,NL,Danys Baez,28,ATL,11,0,0,0,0,0,0,0,0,0,0,,,,,0
2006,NL,Barry Bonds,41,SFG,130,493,367,74,99,23,0,26,77,115,51,0.27,0.454,0.545,0.999,200
2006,NL,Jeromy Burnitz,37,PIT,111,343,313,35,72,12,0,16,49,22,74,0.23,0.289,0.422,0.711,132
2006,NL,Eric Byrnes,30,ARI,143,606,562,82,150,37,3,26,79,34,88,0.267,0.313,0.482,0.795,271
2006,NL,Mike Cameron,33,SDP,141,634,552,88,148,34,9,22,83,71,142,0.268,0.355,0.482,0.837,266
2006,NL,Carlos Delgado,34,NYM,144,618,524,89,139,30,2,38,114,74,120,0.265,0.361,0.548,0.909,287
2006,NL,Cliff Floyd,33,NYM,97,376,332,45,81,19,1,11,44,29,58,0.244,0.324,0.407,0.731,135
2006,NL,Ryan Franklin,33,PHI,41,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
2006,NL,Ryan Franklin,33,CIN,20,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
2006,NL,Nomar Garciaparra,32,LAD,122,523,469,82,142,31,2,20,93,42,30,0.303,0.367,0.505,0.872,237
2006,NL,Luis Gonzalez,38,ARI,153,668,586,93,159,52,2,15,73,69,58,0.271,0.352,0.444,0.795,260
2006,NL,Luis Gonzalez,27,COL,61,158,149,7,36,9,1,2,14,4,27,0.242,0.269,0.356,0.625,53
2006,NL,Shawn Green,33,ARI,115,462,417,59,118,22,3,11,51,37,64,0.283,0.348,0.429,0.778,179
2006,NL,Shawn Green,33,NYM,34,126,113,14,29,9,0,4,15,8,18,0.257,0.325,0.442,0.768,50
2006,NL,Jose Guillen,30,WSN,69,268,241,28,52,15,1,9,40,15,48,0.216,0.276,0.398,0.674,96
2006,NL,Jerry Hairston,30,CHC,38,92,82,8,17,3,0,0,4,4,14,0.207,0.253,0.244,0.497,20
2006,NL,Todd Helton,32,COL,145,649,546,94,165,40,5,15,81,91,64,0.302,0.404,0.476,0.88,260
2006,NL,Shea Hillenbrand,30,SFG,60,247,234,33,58,12,0,9,29,7,40,0.248,0.275,0.415,0.69,97
2006,NL,Geoff Jenkins,31,MIL,147,555,484,62,131,26,1,17,70,56,129,0.271,0.357,0.434,0.791,210
2006,NL,Ryan Klesko,35,SDP,6,6,4,0,3,1,0,0,2,2,0,0.75,0.833,1,1.833,4
2006,NL,Derrek Lee,30,CHC,50,204,175,30,50,9,0,8,30,25,41,0.286,0.368,0.474,0.842,83
2006,NL,Paul Lo Duca,34,NYM,124,551,512,80,163,39,1,5,49,24,38,0.318,0.355,0.428,0.783,219
2006,NL,Derek Lowe,33,LAD,33,79,64,5,6,2,0,0,3,4,19,0.094,0.145,0.125,0.27,8
2006,NL,Aramis Ramirez,28,CHC,157,660,594,93,173,38,4,38,119,50,63,0.291,0.352,0.561,0.912,333
2006,NL,Alfonso Soriano,30,WSN,159,728,647,119,179,41,2,46,95,67,160,0.277,0.351,0.56,0.911,362
2006,NL,Scott Spiezio,33,STL,119,321,276,44,75,15,4,13,52,37,66,0.272,0.366,0.496,0.862,137
2006,NL,Craig Wilson,29,PIT,85,286,255,38,68,11,2,13,41,24,88,0.267,0.339,0.478,0.818,122
2006,NL,Randy Winn,32,SFG,149,635,573,82,150,34,5,11,56,48,63,0.262,0.324,0.396,0.721,227
2007,AL,Bobby Abreu,33,NYY,158,699,605,123,171,40,5,16,101,84,115,0.283,0.369,0.445,0.814,269
2007,AL,Danys Baez,29,BAL,2,0,0,0,0,0,0,0,0,0,0,,,,,0
2007,AL,Adrian Beltre,28,SEA,149,639,595,87,164,41,2,26,99,38,104,0.276,0.319,0.482,0.802,287
2007,AL,Casey Blake,33,CLE,156,662,588,81,159,36,4,18,78,54,123,0.27,0.339,0.437,0.776,257
2007,AL,Milton Bradley,29,OAK,19,75,65,6,19,4,0,2,7,8,14,0.292,0.373,0.446,0.819,29
2007,AL,Frank Catalanotto,33,TEX,103,377,331,52,86,20,4,11,44,28,37,0.26,0.337,0.444,0.781,147
2007,AL,Eric Chavez,29,OAK,90,379,341,43,82,21,2,15,46,34,76,0.24,0.306,0.446,0.752,152
2007,AL,Jose Contreras,35,CHW,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,AL,Johnny Damon,33,NYY,141,605,533,93,144,27,2,12,63,66,79,0.27,0.351,0.396,0.747,211
2007,AL,Jason Giambi,36,NYY,83,303,254,31,60,8,0,14,39,40,66,0.236,0.356,0.433,0.79,110
2007,AL,Jay Gibbons,30,BAL,84,290,270,28,62,14,0,6,28,15,52,0.23,0.272,0.348,0.621,94
2007,AL,Troy Glaus,30,TOR,115,456,385,60,101,19,1,20,62,61,102,0.262,0.366,0.473,0.839,182
2007,AL,Jose Guillen,31,SEA,153,659,593,84,172,28,2,23,99,41,118,0.29,0.353,0.46,0.813,273
2007,AL,Jerry Hairston,31,TEX,73,184,159,22,30,7,0,3,16,11,24,0.189,0.249,0.289,0.538,46
2007,AL,Shea Hillenbrand,31,LAA,53,204,197,19,50,5,0,3,22,5,18,0.254,0.275,0.325,0.599,64
2007,AL,Javier Lopez,29,BOS,3,0,0,0,0,0,0,0,0,0,0,,,,,0
2007,AL,Gary Matthews,32,LAA,140,579,516,79,130,26,3,18,72,55,102,0.252,0.323,0.419,0.742,216
2007,AL,Craig Monroe,30,DET,99,372,343,47,76,19,0,11,55,20,94,0.222,0.264,0.373,0.637,128
2007,AL,Melvin Mora,35,BAL,126,527,467,67,128,23,1,14,58,47,83,0.274,0.341,0.418,0.759,195
2007,AL,Trot Nixon,33,CLE,99,354,307,30,77,17,0,3,31,44,59,0.251,0.342,0.336,0.677,103
2007,AL,Magglio Ordonez,33,DET,157,679,595,117,216,54,0,28,139,76,79,0.363,0.434,0.595,1.029,354
2007,AL,David Ortiz,31,BOS,149,667,549,116,182,52,1,35,117,111,103,0.332,0.445,0.621,1.066,341
2007,AL,Corey Patterson,27,BAL,132,503,461,65,124,26,2,8,45,21,65,0.269,0.304,0.386,0.69,178
2007,AL,Manny Ramirez,35,BOS,133,569,483,84,143,33,1,20,88,71,92,0.296,0.388,0.493,0.881,238
2007,AL,Brian Roberts,29,BAL,156,716,621,103,180,42,5,12,57,89,99,0.29,0.377,0.432,0.808,268
2007,AL,Alex Rodriguez,31,NYY,158,708,583,143,183,31,0,54,156,95,120,0.314,0.422,0.645,1.067,376
2007,AL,Ivan Rodriguez,35,DET,129,515,502,50,141,31,3,11,63,9,96,0.281,0.294,0.42,0.714,211
2007,AL,Richie Sexson,32,SEA,121,491,434,58,89,21,0,21,63,51,100,0.205,0.295,0.399,0.694,173
2007,AL,Gary Sheffield,38,DET,133,593,494,107,131,20,1,25,75,84,71,0.265,0.378,0.462,0.839,228
2007,AL,Sammy Sosa,38,TEX,114,454,412,53,104,24,1,21,92,34,112,0.252,0.311,0.468,0.779,193
2007,AL,Miguel Tejada,33,BAL,133,569,514,72,152,19,1,18,81,41,55,0.296,0.357,0.442,0.799,227
2007,AL,Vernon Wells,28,TOR,149,642,584,85,143,36,4,16,80,49,89,0.245,0.304,0.402,0.706,235
2007,NL,Sandy Alomar,41,NYM,8,22,22,1,3,1,0,0,0,0,3,0.136,0.136,0.182,0.318,4
2007,NL,Moises Alou,40,NYM,87,360,328,51,112,19,1,13,49,27,30,0.341,0.392,0.524,0.916,172
2007,NL,Tony Armas,29,PIT,29,28,26,0,3,1,0,0,2,0,12,0.115,0.115,0.154,0.269,4
2007,NL,Rich Aurilia,35,SFG,99,358,329,40,83,19,2,5,33,22,45,0.252,0.304,0.368,0.672,121
2007,NL,Barry Bonds,42,SFG,126,477,340,75,94,14,0,28,66,132,54,0.276,0.48,0.565,1.045,192
2007,NL,Aaron Boone,34,FLA,69,228,189,27,54,11,0,5,28,21,41,0.286,0.388,0.423,0.811,80
2007,NL,Milton Bradley,29,SDP,42,169,144,31,45,5,1,11,30,23,27,0.313,0.414,0.59,1.004,85
2007,NL,Eric Byrnes,31,ARI,160,699,626,103,179,30,8,21,83,57,98,0.286,0.353,0.46,0.813,288
2007,NL,Mike Cameron,34,SDP,151,651,571,88,138,33,6,21,78,67,160,0.242,0.328,0.431,0.759,246
2007,NL,Carlos Delgado,35,NYM,139,607,538,71,139,30,0,24,87,52,118,0.258,0.333,0.448,0.781,241
2007,NL,Cliff Floyd,34,CHC,108,322,282,40,80,10,1,9,45,35,47,0.284,0.373,0.422,0.795,119
2007,NL,Ryan Franklin,34,STL,64,2,2,0,1,0,0,0,1,0,1,0.5,0.5,0.5,1,1
2007,NL,Freddy Garcia,30,PHI,10,22,17,1,4,1,0,0,2,2,7,0.235,0.3,0.294,0.594,5
2007,NL,Nomar Garciaparra,33,LAD,121,466,431,39,122,17,0,7,59,31,41,0.283,0.328,0.371,0.7,160
2007,NL,Luis Gonzalez,39,LAD,139,526,464,70,129,23,2,15,68,56,56,0.278,0.359,0.433,0.793,201
2007,NL,Shawn Green,34,NYM,130,491,446,62,130,30,1,10,46,37,62,0.291,0.352,0.43,0.782,192
2007,NL,Todd Helton,33,COL,154,682,557,86,178,42,2,17,91,116,74,0.32,0.434,0.494,0.928,275
2007,NL,Shea Hillenbrand,31,LAD,20,74,70,6,17,0,2,1,9,2,12,0.243,0.257,0.343,0.6,24
2007,NL,Geoff Jenkins,32,MIL,132,464,420,45,107,24,2,21,64,32,116,0.255,0.319,0.471,0.79,198
2007,NL,Ryan Klesko,36,SFG,116,411,362,51,94,27,3,6,44,46,68,0.26,0.344,0.401,0.744,145
2007,NL,Derrek Lee,31,CHC,150,650,567,91,180,43,1,22,82,71,114,0.317,0.4,0.513,0.913,291
2007,NL,Paul Lo Duca,35,NYM,119,488,445,46,121,18,1,9,54,24,33,0.272,0.311,0.378,0.689,168
2007,NL,Derek Lowe,34,LAD,31,71,59,2,7,0,0,0,1,5,17,0.119,0.185,0.119,0.303,7
2007,NL,Craig Monroe,30,CHC,23,55,49,6,10,4,0,1,4,6,13,0.204,0.291,0.347,0.638,17
2007,NL,Aramis Ramirez,29,CHC,132,558,506,72,157,35,4,26,101,43,66,0.31,0.366,0.549,0.915,278
2007,NL,Alfonso Soriano,31,CHC,135,617,579,97,173,42,5,33,70,31,130,0.299,0.337,0.56,0.897,324
2007,NL,Scott Spiezio,34,STL,81,257,223,31,60,14,0,4,31,27,40,0.269,0.354,0.386,0.74,86
2007,NL,Craig Wilson,30,ATL,24,69,58,6,10,2,0,1,2,8,25,0.172,0.304,0.259,0.563,15
2007,NL,Randy Winn,33,SFG,155,653,593,73,178,42,1,14,65,44,85,0.3,0.353,0.445,0.798,264
2007,NL,Dmitri Young,33,WSN,136,508,460,57,147,38,1,13,74,44,74,0.32,0.378,0.491,0.869,226
2008,AL,Bobby Abreu,34,NYY,156,684,609,100,180,39,4,20,100,73,109,0.296,0.371,0.471,0.843,287
2008,AL,Adrian Beltre,29,SEA,143,612,556,74,148,29,1,25,77,50,90,0.266,0.327,0.457,0.784,254
2008,AL,Casey Blake,34,CLE,94,368,325,46,94,24,0,11,58,33,68,0.289,0.365,0.465,0.83,151
2008,AL,Milton Bradley,30,TEX,126,510,414,78,133,32,1,22,77,80,112,0.321,0.436,0.563,0.999,233
2008,AL,Frank Catalanotto,34,TEX,88,278,248,28,68,23,1,2,21,20,29,0.274,0.342,0.399,0.741,99
2008,AL,Eric Chavez,30,OAK,23,95,89,10,22,7,0,2,14,6,18,0.247,0.295,0.393,0.688,35
2008,AL,Jose Contreras,36,CHW,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,AL,Johnny Damon,34,NYY,143,623,555,95,168,27,5,17,71,64,82,0.303,0.375,0.461,0.836,256
2008,AL,Cliff Floyd,35,TBR,80,284,246,32,66,13,0,11,39,28,58,0.268,0.349,0.455,0.804,112
2008,AL,Jason Giambi,37,NYY,145,565,458,68,113,19,1,32,96,76,111,0.247,0.373,0.502,0.876,230
2008,AL,Jose Guillen,32,KCR,153,633,598,66,158,42,1,20,97,23,106,0.264,0.3,0.438,0.738,262
2008,AL,Javier Lopez,30,BOS,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,AL,Gary Matthews,33,LAA,127,477,426,53,103,19,3,8,46,45,95,0.242,0.319,0.357,0.675,152
2008,AL,Craig Monroe,31,MIN,58,179,163,22,33,9,0,8,29,16,48,0.202,0.274,0.405,0.679,66
2008,AL,Melvin Mora,36,BAL,135,570,513,77,146,29,2,23,104,37,70,0.285,0.342,0.483,0.826,248
2008,AL,Magglio Ordonez,34,DET,146,623,561,72,178,32,2,21,103,53,76,0.317,0.376,0.494,0.869,277
2008,AL,David Ortiz,32,BOS,109,491,416,74,110,30,1,23,89,70,74,0.264,0.369,0.507,0.877,211
2008,AL,Manny Ramirez,36,BOS,100,425,365,66,109,22,1,20,68,52,86,0.299,0.398,0.529,0.926,193
2008,AL,Brian Roberts,30,BAL,155,704,611,107,181,51,8,9,57,82,104,0.296,0.378,0.45,0.828,275
2008,AL,Alex Rodriguez,32,NYY,138,594,510,104,154,33,0,35,103,65,117,0.302,0.392,0.573,0.965,292
2008,AL,Ivan Rodriguez,36,DET,82,328,302,33,89,16,3,5,32,19,52,0.295,0.338,0.417,0.756,126
2008,AL,Ivan Rodriguez,36,NYY,33,101,96,11,21,4,0,2,3,4,15,0.219,0.257,0.323,0.58,31
2008,AL,Richie Sexson,33,SEA,74,292,252,27,55,8,0,11,30,37,76,0.218,0.315,0.381,0.696,96
2008,AL,Richie Sexson,33,NYY,22,35,28,2,7,1,0,1,6,6,10,0.25,0.371,0.393,0.764,11
2008,AL,Gary Sheffield,39,DET,114,482,418,52,94,16,0,19,57,58,83,0.225,0.326,0.4,0.725,167
2008,AL,Vernon Wells,29,TOR,108,466,427,63,128,22,1,20,78,29,46,0.3,0.343,0.496,0.84,212
2008,NL,Moises Alou,41,NYM,15,54,49,4,17,2,0,0,9,2,4,0.347,0.389,0.388,0.777,19
2008,NL,Tony Armas,30,NYM,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,NL,Rich Aurilia,36,SFG,140,440,407,33,115,21,1,10,52,30,56,0.283,0.332,0.413,0.745,168
2008,NL,Casey Blake,34,LAD,58,233,211,25,53,12,1,10,23,16,52,0.251,0.313,0.46,0.773,97
2008,NL,Aaron Boone,35,WSN,104,255,232,23,56,13,1,6,28,18,52,0.241,0.299,0.384,0.683,89
2008,NL,Eric Byrnes,32,ARI,52,224,206,28,43,13,1,6,23,16,36,0.209,0.272,0.369,0.641,76
2008,NL,Mike Cameron,35,MIL,120,508,444,69,108,25,2,25,70,54,142,0.243,0.331,0.477,0.809,212
2008,NL,Carlos Delgado,36,NYM,159,686,598,96,162,32,1,38,115,72,124,0.271,0.353,0.518,0.871,310
2008,NL,Ryan Franklin,35,STL,70,0,0,0,0,0,0,0,0,0,0,,,,,0
2008,NL,Nomar Garciaparra,34,LAD,55,181,163,24,43,9,0,8,28,15,11,0.264,0.326,0.466,0.792,76
2008,NL,Troy Glaus,31,STL,151,637,544,69,147,33,1,27,99,87,104,0.27,0.372,0.483,0.856,263
2008,NL,Luis Gonzalez,40,FLA,136,387,341,30,89,26,1,8,47,41,43,0.261,0.336,0.413,0.749,141
2008,NL,Jerry Hairston,32,CIN,80,297,261,47,85,20,2,6,36,23,36,0.326,0.384,0.487,0.871,127
2008,NL,Todd Helton,34,COL,83,361,299,39,79,16,0,7,29,61,50,0.264,0.391,0.388,0.779,116
2008,NL,Geoff Jenkins,33,PHI,115,322,293,27,72,16,0,9,29,24,68,0.246,0.301,0.392,0.694,115
2008,NL,Derrek Lee,32,CHC,155,698,623,93,181,41,3,20,90,71,119,0.291,0.361,0.462,0.823,288
2008,NL,Paul Lo Duca,36,WSN,46,153,139,13,32,7,0,0,12,9,9,0.23,0.301,0.281,0.581,39
2008,NL,Paul Lo Duca,36,FLA,21,40,34,3,10,2,0,0,3,6,2,0.294,0.4,0.353,0.753,12
2008,NL,Derek Lowe,35,LAD,32,75,65,4,9,0,0,0,5,3,20,0.138,0.176,0.138,0.315,9
2008,NL,Trot Nixon,34,NYM,11,41,35,2,6,1,0,1,1,6,9,0.171,0.293,0.286,0.578,10
2008,NL,Corey Patterson,28,CIN,135,392,366,46,75,17,2,10,34,16,57,0.205,0.238,0.344,0.582,126
2008,NL,Aramis Ramirez,30,CHC,149,645,554,97,160,44,1,27,111,74,94,0.289,0.38,0.518,0.898,287
2008,NL,Manny Ramirez,36,LAD,53,229,187,36,74,14,0,17,53,35,38,0.396,0.489,0.743,1.232,139
2008,NL,Alfonso Soriano,32,CHC,109,503,453,76,127,27,0,29,75,43,103,0.28,0.344,0.532,0.876,241
2008,NL,Fernando Tatis,33,NYM,92,306,273,33,81,16,1,11,47,29,59,0.297,0.369,0.484,0.853,132
2008,NL,Miguel Tejada,34,HOU,158,666,632,92,179,38,3,13,66,24,72,0.283,0.314,0.415,0.729,262
2008,NL,Randy Winn,34,SFG,155,667,598,84,183,38,2,10,64,59,88,0.306,0.363,0.426,0.79,255
2008,NL,Dmitri Young,34,WSN,50,180,150,15,42,6,0,4,10,28,28,0.28,0.394,0.4,0.794,60